,age,articleNumber,batch,bias-question,country,gender,language,source,politics,url
199,60,57.0,3.0,is-not-biased,United States,Female,English,BBC,Other,https://www.bbc.co.uk/news/world-us-canada-60745569
200,29,330.0,7.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/seattle-woman-hate-crimes-asian-neighbor-sell-home-settlement
201,25,462.0,4.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61015190
202,26,40.0,6.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/07/politics/james-trump-contempt/index.html
203,45,331.0,7.0,is-not-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/magazine-33103973
204,30,128.0,7.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61047565
205,34,278.0,3.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/no-charges-in-shooting-of-man-saved-from-south-carolina-lake
206,61,278.0,8.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html
207,41,370.0,7.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61026996
208,34,202.0,7.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/business-61027374
209,56,284.0,3.0,is-biased,United States,Male,Spanish,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60787377
210,44,464.0,6.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/08/golf/tiger-woods-second-round-the-masters-spt-intl/index.html
211,25,223.0,3.0,is-biased,United Kingdom,Female,English,BBC,Independent,https://www.bbc.co.uk/news/uk-60816960
212,52,165.0,7.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/venezuelan-touring-rock-band-robbed-by-ca-thieves
213,35,347.0,8.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html
214,47,95.0,8.0,is-biased,Bahamas,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61047164
215,32,124.0,2.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60810468
216,47,155.0,6.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/08/us/south-bronx-high-school-shooting/index.html
217,38,199.0,4.0,is-biased,Kenya,Female,Gujarati,BBC,Liberal,https://www.bbc.co.uk/news/magazine-33103973
218,39,131.0,3.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60818242
219,48,220.0,3.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/california-chevron-refinery-strike
220,31,319.0,8.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/11/politics/gun-regulation-atf-steve-dettelbach/index.html
221,40,100.0,6.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/04/08/us/alabama-transgender-bills/index.html
222,48,401.0,6.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61005390
223,39,209.0,3.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60798834
224,28,243.0,2.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/ohio-university-speech-policy-chosen-name
225,20,480.0,8.0,is-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/04/11/investing/russia-default-sp/index.html
226,25,77.0,2.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/20/politics/biden-administration-myanmar-military-genocide/index.html
227,25,309.0,4.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61018819
228,31,1.0,1.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
229,29,311.0,1.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/entertainment-arts-60562041
230,42,165.0,1.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60655723
231,27,443.0,1.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
232,36,236.0,8.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/11/asia/pakistan-prime-minister-shehbaz-sharif-intl-hnk/index.html
233,24,309.0,7.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/tesla-driver-careens-texas-sidewalk-video
234,27,291.0,6.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61004345
235,46,334.0,3.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60829623
236,36,467.0,7.0,is-biased,Pakistan,Male,Urdu,FOX,Other,https://www.foxnews.com/us/florida-model-courtney-clenney-hotel-miami
237,30,416.0,3.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/21/politics/putin-war-criminal-ukraine-russia-what-matters/index.html
238,52,110.0,1.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
239,52,425.0,3.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/no-charges-in-shooting-of-man-saved-from-south-carolina-lake
240,47,59.0,1.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60576847
241,37,204.0,7.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/10/business/gerber-baby-competition-trnd/index.html
242,44,73.0,6.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/08/politics/ketanji-brown-jackson-confirmation-speech/index.html
243,47,51.0,7.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/10/politics/biden-ghost-guns-atf-nominee/index.html
244,39,63.0,8.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/11/world/far-near-sides-of-the-moon-difference-scn/index.html
245,43,480.0,6.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/08/us/college-admissions-scandal-mark-riddell-sentencing/index.html
246,27,496.0,8.0,is-not-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/nj-man-375-years-sentence-2016-killing-spree-woman-kids-facebook-post
247,25,311.0,2.0,is-biased,United Kingdom,Male,English,FOX,Conservative,https://www.foxnews.com/us/north-carolina-shooting-hotel-fayetteville
248,37,170.0,8.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/11/sport/la-lakers-fire-frank-vogel-spt-intl/index.html
249,42,20.0,7.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61029445
250,48,490.0,4.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/california-man-finds-7-foot-snake-behind-couch-cushion
251,21,277.0,2.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/nyc-landlord-tenants-paying-rent
252,36,278.0,6.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/nyc-shooting-outside-bronx-school-kills-teen-injures-two-others
253,24,492.0,3.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/nyc-gang-dirt-bikers-brutally-beat-64-year-old-man-son-caught-video-attack
254,25,376.0,4.0,is-not-biased,United States,Male,Spanish,FOX,Liberal,https://www.foxnews.com/us/brooklyn-bridge-climber-rush-hour-drama-video
255,30,389.0,8.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/florida-fair-ride-operator-trapped-orlando
256,33,308.0,8.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/wake-forest-medical-school-del-rosario-pronoun-patient-twitter
257,36,131.0,6.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/08/us/south-bronx-high-school-shooting/index.html
258,32,168.0,8.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/nj-man-375-years-sentence-2016-killing-spree-woman-kids-facebook-post
259,25,486.0,2.0,is-biased,United Kingdom,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60699186
260,42,455.0,2.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html
261,49,213.0,3.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60798834
262,33,302.0,4.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/us-navy-to-decommission-newest-warships
263,67,10.0,4.0,is-not-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/blankets-of-hope-nonprofit-homeless-shelters-ukraine
264,40,360.0,8.0,is-not-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/technology-60995694
265,23,330.0,1.0,is-not-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60656553
266,31,133.0,4.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/07/us/kentucky-governor-vetoes-bill-anti-critical-race-theory/index.html
267,24,57.0,4.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/07/politics/michelle-obama-ketanji-brown-jackson-supreme-court-confirmation/index.html
268,41,194.0,1.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60666251
269,26,177.0,2.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/20/us/rare-snake-alabama-trnd/index.html
270,31,107.0,6.0,is-not-biased,United States,Female,English,FOX,Other,https://www.foxnews.com/us/universal-studios-hollywood-guests-rescued-from-ride-after-power-goes-out
271,41,458.0,3.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/21/politics/eric-greitens-abuse-accusations-missouri-senate-candidate/index.html
272,36,97.0,4.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61016908
273,56,186.0,8.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
274,36,348.0,3.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/genealogy-database-dna-solves-2-decade-old-violent-rape-cases-in-washington-state
275,27,445.0,3.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/police-warning-about-dangerous-new-tiktok-challenge-sweeping-us
276,29,276.0,6.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61005429
277,43,430.0,6.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/maryland-senior-citizen-assaulted-suspects-attempted-car-jacking
278,24,212.0,4.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/07/politics/michelle-obama-ketanji-brown-jackson-supreme-court-confirmation/index.html
279,33,35.0,4.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/us-navy-to-decommission-newest-warships
280,31,493.0,6.0,is-biased,India,Male,Telugu,CNN,Liberal,https://www.cnn.com/2022/04/08/us/alabama-transgender-bills/index.html
281,29,323.0,4.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/who-is-judge-elizabeth-scherer
282,35,126.0,8.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61018821
283,34,323.0,3.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/21/politics/covid-funding-biden-administration/index.html
284,27,62.0,6.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61047164
285,24,341.0,4.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/ny-judge-dead-federal-agents-search-buffalo-home
286,39,397.0,1.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
287,56,271.0,4.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/brooklyn-bridge-climber-rush-hour-drama-video
288,23,364.0,4.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/07/us/kentucky-governor-vetoes-bill-anti-critical-race-theory/index.html
289,25,11.0,3.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/severe-weather-coming-to-texas-southeast
290,44,369.0,1.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/uk-60642926
291,27,245.0,7.0,is-biased,Fiji,Female,English,FOX,Liberal,https://www.foxnews.com/us/blankets-of-hope-nonprofit-homeless-shelters-ukraine
292,29,494.0,4.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/07/opinions/elon-musk-twitter-donald-trump-2024-zelizer/index.html
293,45,278.0,1.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/snow-cold-weather-forecast-us
294,34,103.0,2.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/california-gang-members-charged-kevin-nishita-murder-shooting-smash-and-grab
295,27,303.0,6.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61026996
296,22,168.0,2.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60810468
297,22,257.0,2.0,is-biased,Albania,Female,A'Tong,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60799659
298,51,429.0,6.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/08/golf/tiger-woods-second-round-the-masters-spt-intl/index.html
299,31,311.0,3.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/new-orleans-police-5-shootings-10-hours
300,33,238.0,1.0,is-not-biased,United States,Other,English,BBC,Liberal,https://www.bbc.co.uk/news/entertainment-arts-60660186
301,28,18.0,1.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-51235105
302,35,371.0,2.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/20/us/rare-snake-alabama-trnd/index.html
303,33,267.0,6.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/project-cure-nonprofit-medical-supplies-ukraine-logistics-russia-war
304,28,326.0,7.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/10/entertainment/pamela-anderson-broadway-chicago-interview/index.html
305,54,387.0,1.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
306,27,344.0,6.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/maryland-senior-citizen-assaulted-suspects-attempted-car-jacking
307,40,250.0,1.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/uk-wales-60637319
308,26,407.0,2.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html
309,26,356.0,7.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/science-environment-61044759
310,32,54.0,3.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/21/americas/mississauga-canada-mosque-attack-charges/index.html
311,62,389.0,1.0,is-biased,United Kingdom,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
312,65,484.0,2.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/20/entertainment/kyiv-calling-ukrainian-band-covers-the-clash-trnd/index.html
